ID,X,Y,Z
998,39.00,108.00,3.83
999,39.00,109.00,4.24
1000,39.00,110.00,5.24
1001,39.00,111.00,5.66
1002,39.00,112.00,6.66
1003,39.00,113.00,7.07
1004,39.00,114.00,8.07
1005,39.00,115.00,8.49
1006,40.00,38.00,9.00
1007,40.00,39.00,8.00
1008,40.00,40.00,7.00
1009,40.00,41.00,6.00
1010,40.00,42.00,5.00
1011,40.00,43.00,4.00
1012,40.00,44.00,3.00
1013,40.00,45.00,2.00
1014,40.00,46.00,1.00
1015,40.00,47.00,0.00
1016,40.00,48.00,1.00
1017,40.00,49.00,2.00
1018,40.00,50.00,3.00
1019,40.00,51.00,4.00
1020,40.00,52.00,5.00
1021,40.00,53.00,6.00
1022,40.00,54.00,7.00
1023,40.00,55.00,8.00
1024,40.00,56.00,9.00
1025,40.00,62.00,9.00
1026,40.00,63.00,8.83
1027,40.00,64.00,8.41
1028,40.00,65.00,8.00
1029,40.00,66.00,7.66
1030,40.00,67.00,7.24
1031,40.00,68.00,6.83
1032,40.00,69.00,6.41
1033,40.00,70.00,6.00
1034,40.00,71.00,5.66
1035,40.00,72.00,5.24
1036,40.00,73.00,4.83
1037,40.00,74.00,4.41
1038,40.00,75.00,4.00
1039,40.00,76.00,3.83
1040,40.00,77.00,3.41
1041,40.00,78.00,3.00
1042,40.00,79.00,2.83
1043,40.00,80.00,2.41
1044,40.00,81.00,2.00
1045,40.00,82.00,2.00
1046,40.00,83.00,1.41
1047,40.00,84.00,1.00
1048,40.00,85.00,1.00
1049,40.00,86.00,1.00
1050,40.00,87.00,0.00
1051,40.00,88.00,0.00
1052,40.00,89.00,0.00
1053,40.00,90.00,1.00
1054,40.00,91.00,1.00
1055,40.00,92.00,1.00
1056,40.00,93.00,1.41
1057,40.00,94.00,2.00
1058,40.00,95.00,2.00
1059,40.00,96.00,2.00
1060,40.00,97.00,2.00
1061,40.00,98.00,2.00
1062,40.00,99.00,2.00
1063,40.00,100.00,1.41
1064,40.00,101.00,1.00
1065,40.00,102.00,1.00
1066,40.00,103.00,0.00
1067,40.00,104.00,0.00
1068,40.00,105.00,1.00
1069,40.00,106.00,1.41
1070,40.00,107.00,2.41
1071,40.00,108.00,2.83
1072,40.00,109.00,3.83
1073,40.00,110.00,4.24
1074,40.00,111.00,5.24
1075,40.00,112.00,5.66
1076,40.00,113.00,6.66
1077,40.00,114.00,7.07
1078,40.00,115.00,8.07
1079,40.00,116.00,9.07
1080,41.00,38.00,9.00
1081,41.00,39.00,8.00
1082,41.00,40.00,7.00
1083,41.00,41.00,6.00
1084,41.00,42.00,5.00
1085,41.00,43.00,4.00
1086,41.00,44.00,3.00
1087,41.00,45.00,2.00
1088,41.00,46.00,1.00
1089,41.00,47.00,0.00
1090,41.00,48.00,1.00
1091,41.00,49.00,2.00
1092,41.00,50.00,3.00
1093,41.00,51.00,4.00
1094,41.00,52.00,5.00
1095,41.00,53.00,6.00
1096,41.00,54.00,7.00
1097,41.00,55.00,8.00
1098,41.00,56.00,9.00
1099,41.00,59.00,9.00
1100,41.00,60.00,8.83
1101,41.00,61.00,8.41
1102,41.00,62.00,8.00
1103,41.00,63.00,7.83
1104,41.00,64.00,7.41
1105,41.00,65.00,7.00
1106,41.00,66.00,6.66
1107,41.00,67.00,6.24
1108,41.00,68.00,5.83
1109,41.00,69.00,5.41
1110,41.00,70.00,5.00
1111,41.00,71.00,4.83
1112,41.00,72.00,4.24
1113,41.00,73.00,3.83
1114,41.00,74.00,3.41
1115,41.00,75.00,3.00
1116,41.00,76.00,2.83
1117,41.00,77.00,2.41
1118,41.00,78.00,2.00
1119,41.00,79.00,2.00
1120,41.00,80.00,1.41
1121,41.00,81.00,1.00
1122,41.00,82.00,1.00
1123,41.00,83.00,1.00
1124,41.00,84.00,0.00
1125,41.00,85.00,0.00
1126,41.00,86.00,0.00
1127,41.00,87.00,1.00
1128,41.00,88.00,1.00
1129,41.00,89.00,1.00
1130,41.00,90.00,1.41
1131,41.00,91.00,2.00
1132,41.00,92.00,2.00
1133,41.00,93.00,2.41
1134,41.00,94.00,2.83
1135,41.00,95.00,3.00
1136,41.00,96.00,3.00
1137,41.00,97.00,3.00
1138,41.00,98.00,3.00
1139,41.00,99.00,2.83
1140,41.00,100.00,2.41
1141,41.00,101.00,2.00
1142,41.00,102.00,1.41
1143,41.00,103.00,1.00
1144,41.00,104.00,0.00
1145,41.00,105.00,0.00
1146,41.00,106.00,1.00
1147,41.00,107.00,1.41
1148,41.00,108.00,2.41
1149,41.00,109.00,2.83
1150,41.00,110.00,3.83
1151,41.00,111.00,4.24
1152,41.00,112.00,5.24
1153,41.00,113.00,5.66
1154,41.00,114.00,6.66
1155,41.00,115.00,7.66
1156,41.00,116.00,8.49
1157,42.00,38.00,9.00
1158,42.00,39.00,8.00
1159,42.00,40.00,7.00
1160,42.00,41.00,6.00
1161,42.00,42.00,5.00
1162,42.00,43.00,4.00
1163,42.00,44.00,3.00
1164,42.00,45.00,2.00
1165,42.00,46.00,1.00
1166,42.00,47.00,0.00
1167,42.00,48.00,1.00
1168,42.00,49.00,2.00
1169,42.00,50.00,2.83
1170,42.00,51.00,3.83
1171,42.00,52.00,4.83
1172,42.00,53.00,5.83
1173,42.00,54.00,6.83
1174,42.00,55.00,7.83
1175,42.00,56.00,8.49
1176,42.00,57.00,8.83
1177,42.00,58.00,8.41
1178,42.00,59.00,8.00
1179,42.00,60.00,7.83
1180,42.00,61.00,7.41
1181,42.00,62.00,7.00
1182,42.00,63.00,6.83
1183,42.00,64.00,6.41
1184,42.00,65.00,6.00
1185,42.00,66.00,5.66
1186,42.00,67.00,5.24
1187,42.00,68.00,4.83
1188,42.00,69.00,4.41
1189,42.00,70.00,4.00
1190,42.00,71.00,3.83
1191,42.00,72.00,3.41
1192,42.00,73.00,2.83
1193,42.00,74.00,2.41
1194,42.00,75.00,2.00
1195,42.00,76.00,2.00
1196,42.00,77.00,1.41
1197,42.00,78.00,1.00
1198,42.00,79.00,1.00
1199,42.00,80.00,1.00
1200,42.00,81.00,0.00
1201,42.00,82.00,0.00
1202,42.00,83.00,0.00
1203,42.00,84.00,1.00
1204,42.00,85.00,1.00
1205,42.00,86.00,1.00
1206,42.00,87.00,1.41
1207,42.00,88.00,2.00
1208,42.00,89.00,2.00
1209,42.00,90.00,2.41
1210,42.00,91.00,2.83
1211,42.00,92.00,3.00
1212,42.00,93.00,3.41
1213,42.00,94.00,3.83
1214,42.00,95.00,4.00
1215,42.00,96.00,4.00
1216,42.00,97.00,4.00
1217,42.00,98.00,4.00
1218,42.00,99.00,3.83
1219,42.00,100.00,3.41
1220,42.00,101.00,2.83
1221,42.00,102.00,2.41
1222,42.00,103.00,1.41
1223,42.00,104.00,1.00
1224,42.00,105.00,1.00
1225,42.00,106.00,0.00
1226,42.00,107.00,1.00
1227,42.00,108.00,1.41
1228,42.00,109.00,2.41
1229,42.00,110.00,2.83
1230,42.00,111.00,3.83
1231,42.00,112.00,4.24
1232,42.00,113.00,5.24
1233,42.00,114.00,6.24
1234,42.00,115.00,7.07
1235,42.00,116.00,8.07
1236,42.00,117.00,9.07
1237,43.00,38.00,9.00
1238,43.00,39.00,8.00
1239,43.00,40.00,7.00
1240,43.00,41.00,6.00
1241,43.00,42.00,5.00
1242,43.00,43.00,4.00
1243,43.00,44.00,3.00
1244,43.00,45.00,2.00
1245,43.00,46.00,1.00
1246,43.00,47.00,0.00
1247,43.00,48.00,1.00
1248,43.00,49.00,1.41
1249,43.00,50.00,2.41
1250,43.00,51.00,3.41
1251,43.00,52.00,4.41
1252,43.00,53.00,5.41
1253,43.00,54.00,6.41
1254,43.00,55.00,7.07
1255,43.00,56.00,8.00
1256,43.00,57.00,7.83
1257,43.00,58.00,7.41
1258,43.00,59.00,7.00
1259,43.00,60.00,6.83
1260,43.00,61.00,6.41
1261,43.00,62.00,6.00
1262,43.00,63.00,5.83
1263,43.00,64.00,5.41
1264,43.00,65.00,5.00
1265,43.00,66.00,4.83
1266,43.00,67.00,4.24
1267,43.00,68.00,3.83
1268,43.00,69.00,3.41
1269,43.00,70.00,3.00
1270,43.00,71.00,2.83
1271,43.00,72.00,2.41
1272,43.00,73.00,2.00
1273,43.00,74.00,1.41
1274,43.00,75.00,1.00
1275,43.00,76.00,1.00
1276,43.00,77.00,1.00
1277,43.00,78.00,0.00
1278,43.00,79.00,0.00
1279,43.00,80.00,0.00
1280,43.00,81.00,1.00
1281,43.00,82.00,1.00
1282,43.00,83.00,1.00
1283,43.00,84.00,1.41
1284,43.00,85.00,2.00
1285,43.00,86.00,2.00
1286,43.00,87.00,2.41
1287,43.00,88.00,2.83
1288,43.00,89.00,3.00
1289,43.00,90.00,3.41
1290,43.00,91.00,3.83
1291,43.00,92.00,4.00
1292,43.00,93.00,4.41
1293,43.00,94.00,4.83
1294,43.00,95.00,5.00
1295,43.00,96.00,5.00
1296,43.00,97.00,5.00
1297,43.00,98.00,5.00
1298,43.00,99.00,4.83
1299,43.00,100.00,4.24
1300,43.00,101.00,3.83
1301,43.00,102.00,2.83
1302,43.00,103.00,2.41
1303,43.00,104.00,2.00
1304,43.00,105.00,1.41
1305,43.00,106.00,1.00
1306,43.00,107.00,0.00
1307,43.00,108.00,1.00
1308,43.00,109.00,1.41
1309,43.00,110.00,2.41
1310,43.00,111.00,2.83
1311,43.00,112.00,3.83
1312,43.00,113.00,4.83
1313,43.00,114.00,5.66
1314,43.00,115.00,6.66
1315,43.00,116.00,7.66
1316,43.00,117.00,8.49
1317,44.00,39.00,8.00
1318,44.00,40.00,7.00
1319,44.00,41.00,6.00
1320,44.00,42.00,5.00
1321,44.00,43.00,4.00
1322,44.00,44.00,3.00
1323,44.00,45.00,2.00
1324,44.00,46.00,1.00
1325,44.00,47.00,0.00
1326,44.00,48.00,0.00
1327,44.00,49.00,1.00
1328,44.00,50.00,2.00
1329,44.00,51.00,3.00
1330,44.00,52.00,4.00
1331,44.00,53.00,5.00
1332,44.00,54.00,5.66
1333,44.00,55.00,6.66
1334,44.00,56.00,7.00
1335,44.00,57.00,6.83
1336,44.00,58.00,6.41
1337,44.00,59.00,6.00
1338,44.00,60.00,5.83
1339,44.00,61.00,5.41
1340,44.00,62.00,5.00
1341,44.00,63.00,4.83
1342,44.00,64.00,4.41
1343,44.00,65.00,4.00
1344,44.00,66.00,3.83
1345,44.00,67.00,3.41
1346,44.00,68.00,2.83
1347,44.00,69.00,2.41
1348,44.00,70.00,2.00
1349,44.00,71.00,2.00
1350,44.00,72.00,1.41
1351,44.00,73.00,1.00
1352,44.00,74.00,1.00
1353,44.00,75.00,0.00
1354,44.00,76.00,0.00
1355,44.00,77.00,0.00
1356,44.00,78.00,1.00
1357,44.00,79.00,1.00
1358,44.00,80.00,1.00
1359,44.00,81.00,1.41
1360,44.00,82.00,2.00
1361,44.00,83.00,2.00
1362,44.00,84.00,2.41
1363,44.00,85.00,2.83
1364,44.00,86.00,3.00
1365,44.00,87.00,3.41
1366,44.00,88.00,3.83
1367,44.00,89.00,4.00
1368,44.00,90.00,4.41
1369,44.00,91.00,4.83
1370,44.00,92.00,5.00
1371,44.00,93.00,5.41
1372,44.00,94.00,5.83
1373,44.00,95.00,6.00
1374,44.00,96.00,6.00
1375,44.00,97.00,6.00
1376,44.00,98.00,6.00
1377,44.00,99.00,5.66
1378,44.00,100.00,5.24
1379,44.00,101.00,4.24
1380,44.00,102.00,3.83
1381,44.00,103.00,3.41
1382,44.00,104.00,2.83
1383,44.00,105.00,2.41
1384,44.00,106.00,1.41
1385,44.00,107.00,1.00
1386,44.00,108.00,0.00
1387,44.00,109.00,1.00
1388,44.00,110.00,1.41
1389,44.00,111.00,2.41
1390,44.00,112.00,3.41
1391,44.00,113.00,4.24
1392,44.00,114.00,5.24
1393,44.00,115.00,6.24
1394,44.00,116.00,7.07
1395,44.00,117.00,8.07
1396,44.00,118.00,9.07
1397,45.00,39.00,8.41
1398,45.00,40.00,7.41
1399,45.00,41.00,6.41
1400,45.00,42.00,5.41
1401,45.00,43.00,4.41
1402,45.00,44.00,3.41
1403,45.00,45.00,2.41
1404,45.00,46.00,1.41
1405,45.00,47.00,1.00
1406,45.00,48.00,0.00
1407,45.00,49.00,1.00
1408,45.00,50.00,2.00
1409,45.00,51.00,2.83
1410,45.00,52.00,3.83
1411,45.00,53.00,4.24
1412,45.00,54.00,5.24
1413,45.00,55.00,5.66
1414,45.00,56.00,6.00
1415,45.00,57.00,5.83
1416,45.00,58.00,5.41
1417,45.00,59.00,5.00
1418,45.00,60.00,4.83
1419,45.00,61.00,4.41
1420,45.00,62.00,4.00
1421,45.00,63.00,3.83
1422,45.00,64.00,3.41
1423,45.00,65.00,3.00
1424,45.00,66.00,2.83
1425,45.00,67.00,2.41
1426,45.00,68.00,2.00
1427,45.00,69.00,1.41
1428,45.00,70.00,1.00
1429,45.00,71.00,1.00
1430,45.00,72.00,1.00
1431,45.00,73.00,0.00
1432,45.00,74.00,0.00
1433,45.00,75.00,0.00
1434,45.00,76.00,1.00
1435,45.00,77.00,1.00
1436,45.00,78.00,1.41
1437,45.00,79.00,2.00
1438,45.00,80.00,2.00
1439,45.00,81.00,2.41
1440,45.00,82.00,2.83
1441,45.00,83.00,3.00
1442,45.00,84.00,3.41
1443,45.00,85.00,3.83
1444,45.00,86.00,4.00
1445,45.00,87.00,4.41
1446,45.00,88.00,4.83
1447,45.00,89.00,5.00
1448,45.00,90.00,5.41
1449,45.00,91.00,5.83
1450,45.00,92.00,6.00
1451,45.00,93.00,6.41
1452,45.00,94.00,6.83
1453,45.00,95.00,7.00
1454,45.00,96.00,7.00
1455,45.00,97.00,7.00
1456,45.00,98.00,7.00
1457,45.00,99.00,6.66
1458,45.00,100.00,5.66
1459,45.00,101.00,5.24
1460,45.00,102.00,4.83
1461,45.00,103.00,4.24
1462,45.00,104.00,3.83
1463,45.00,105.00,2.83
1464,45.00,106.00,2.41
1465,45.00,107.00,1.41
1466,45.00,108.00,1.00
1467,45.00,109.00,0.00
1468,45.00,110.00,1.00
1469,45.00,111.00,2.00
1470,45.00,112.00,2.83
1471,45.00,113.00,3.83
1472,45.00,114.00,4.83
1473,45.00,115.00,5.66
1474,45.00,116.00,6.66
1475,45.00,117.00,7.66
1476,45.00,118.00,8.66
1477,46.00,39.00,8.83
1478,46.00,40.00,7.83
1479,46.00,41.00,6.83
1480,46.00,42.00,5.83
1481,46.00,43.00,4.83
1482,46.00,44.00,3.83
1483,46.00,45.00,2.83
1484,46.00,46.00,2.00
1485,46.00,47.00,1.00
1486,46.00,48.00,0.00
1487,46.00,49.00,1.00
1488,46.00,50.00,1.41
1489,46.00,51.00,2.41
1490,46.00,52.00,2.83
1491,46.00,53.00,3.83
1492,46.00,54.00,4.24
1493,46.00,55.00,4.83
1494,46.00,56.00,5.00
1495,46.00,57.00,4.83
1496,46.00,58.00,4.41
1497,46.00,59.00,4.00
1498,46.00,60.00,3.83
1499,46.00,61.00,3.41
1500,46.00,62.00,3.00
1501,46.00,63.00,2.83
1502,46.00,64.00,2.41
1503,46.00,65.00,2.00
1504,46.00,66.00,2.00
1505,46.00,67.00,1.41
1506,46.00,68.00,1.00
1507,46.00,69.00,1.00
1508,46.00,70.00,0.00
1509,46.00,71.00,0.00
1510,46.00,72.00,0.00
1511,46.00,73.00,1.00
1512,46.00,74.00,1.00
1513,46.00,75.00,1.00
1514,46.00,76.00,1.41
1515,46.00,77.00,2.00
1516,46.00,78.00,2.41
1517,46.00,79.00,2.83
1518,46.00,80.00,3.00
1519,46.00,81.00,3.41
1520,46.00,82.00,3.83
1521,46.00,83.00,4.00
1522,46.00,84.00,4.41
1523,46.00,85.00,4.83
1524,46.00,86.00,5.00
1525,46.00,87.00,5.41
1526,46.00,88.00,5.83
1527,46.00,89.00,6.00
1528,46.00,90.00,6.41
1529,46.00,91.00,6.83
1530,46.00,92.00,7.00
1531,46.00,93.00,7.41
1532,46.00,94.00,7.83
1533,46.00,95.00,8.00
1534,46.00,96.00,8.00
1535,46.00,97.00,8.00
1536,46.00,98.00,8.00
1537,46.00,99.00,7.07
1538,46.00,100.00,6.66
1539,46.00,101.00,6.24
1540,46.00,102.00,5.66
1541,46.00,103.00,5.24
1542,46.00,104.00,4.24
1543,46.00,105.00,3.83
1544,46.00,106.00,2.83
1545,46.00,107.00,2.00
1546,46.00,108.00,1.00
1547,46.00,109.00,0.00
1548,46.00,110.00,1.00
1549,46.00,111.00,1.41
1550,46.00,112.00,2.41
1551,46.00,113.00,3.41
1552,46.00,114.00,4.24
1553,46.00,115.00,5.24
1554,46.00,116.00,6.24
1555,46.00,117.00,7.24
1556,46.00,118.00,8.24
1557,46.00,119.00,9.24
1558,47.00,39.00,9.24
1559,47.00,40.00,8.24
1560,47.00,41.00,7.24
1561,47.00,42.00,6.24
1562,47.00,43.00,5.24
1563,47.00,44.00,4.24
1564,47.00,45.00,3.41
1565,47.00,46.00,2.41
1566,47.00,47.00,1.41
1567,47.00,48.00,1.00
1568,47.00,49.00,0.00
1569,47.00,50.00,1.00
1570,47.00,51.00,1.41
1571,47.00,52.00,2.41
1572,47.00,53.00,2.83
1573,47.00,54.00,3.41
1574,47.00,55.00,3.83
1575,47.00,56.00,4.00
1576,47.00,57.00,3.83
1577,47.00,58.00,3.41
1578,47.00,59.00,3.00
1579,47.00,60.00,2.83
1580,47.00,61.00,2.41
1581,47.00,62.00,2.00
1582,47.00,63.00,2.00
1583,47.00,64.00,1.41
1584,47.00,65.00,1.00
1585,47.00,66.00,1.00
1586,47.00,67.00,1.00
1587,47.00,68.00,0.00
1588,47.00,69.00,0.00
1589,47.00,70.00,1.00
1590,47.00,71.00,1.00
1591,47.00,72.00,1.00
1592,47.00,73.00,1.41
1593,47.00,74.00,2.00
1594,47.00,75.00,2.00
1595,47.00,76.00,2.41
1596,47.00,77.00,2.83
1597,47.00,78.00,3.41
1598,47.00,79.00,3.83
1599,47.00,80.00,4.00
1600,47.00,81.00,4.41
1601,47.00,82.00,4.83
1602,47.00,83.00,5.00
1603,47.00,84.00,5.41
1604,47.00,85.00,5.83
1605,47.00,86.00,6.00
1606,47.00,87.00,6.41
1607,47.00,88.00,6.83
1608,47.00,89.00,7.00
1609,47.00,90.00,7.41
1610,47.00,91.00,7.83
1611,47.00,92.00,8.00
1612,47.00,93.00,8.41
1613,47.00,94.00,8.83
1614,47.00,95.00,9.00
1615,47.00,96.00,9.00
1616,47.00,97.00,9.00
1617,47.00,98.00,8.49
1618,47.00,99.00,8.07
1619,47.00,100.00,7.66
1620,47.00,101.00,7.07
1621,47.00,102.00,6.66
1622,47.00,103.00,5.66
1623,47.00,104.00,5.24
1624,47.00,105.00,4.24
1625,47.00,106.00,3.41
1626,47.00,107.00,2.41
1627,47.00,108.00,1.41
1628,47.00,109.00,1.00
1629,47.00,110.00,0.00
1630,47.00,111.00,1.00
1631,47.00,112.00,2.00
1632,47.00,113.00,2.83
1633,47.00,114.00,3.83
1634,47.00,115.00,4.83
1635,47.00,116.00,5.83
1636,47.00,117.00,6.83
1637,47.00,118.00,7.83
1638,47.00,119.00,8.83
1639,48.00,40.00,8.66
1640,48.00,41.00,7.66
1641,48.00,42.00,6.66
1642,48.00,43.00,5.66
1643,48.00,44.00,4.83
1644,48.00,45.00,3.83
1645,48.00,46.00,2.83
1646,48.00,47.00,2.41
1647,48.00,48.00,1.41
1648,48.00,49.00,1.00
1649,48.00,50.00,0.00
1650,48.00,51.00,1.00
1651,48.00,52.00,1.41
1652,48.00,53.00,2.00
1653,48.00,54.00,2.41
1654,48.00,55.00,2.83
1655,48.00,56.00,3.00
1656,48.00,57.00,2.83
1657,48.00,58.00,2.41
1658,48.00,59.00,2.00
1659,48.00,60.00,2.00
1660,48.00,61.00,1.41
1661,48.00,62.00,1.00
1662,48.00,63.00,1.00
1663,48.00,64.00,1.00
1664,48.00,65.00,0.00
1665,48.00,66.00,0.00
1666,48.00,67.00,0.00
1667,48.00,68.00,1.00
1668,48.00,69.00,1.00
1669,48.00,70.00,1.41
1670,48.00,71.00,2.00
1671,48.00,72.00,2.00
1672,48.00,73.00,2.41
1673,48.00,74.00,2.83
1674,48.00,75.00,3.00
1675,48.00,76.00,3.41
1676,48.00,77.00,3.83
1677,48.00,78.00,4.24
1678,48.00,79.00,4.83
1679,48.00,80.00,5.00
1680,48.00,81.00,5.41
1681,48.00,82.00,5.83
1682,48.00,83.00,6.00
1683,48.00,84.00,6.41
1684,48.00,85.00,6.83
1685,48.00,86.00,7.00
1686,48.00,87.00,7.41
1687,48.00,88.00,7.83
1688,48.00,89.00,8.00
1689,48.00,90.00,8.41
1690,48.00,91.00,8.83
1691,48.00,92.00,9.00
1692,48.00,99.00,9.07
1693,48.00,100.00,8.49
1694,48.00,101.00,8.07
1695,48.00,102.00,7.07
1696,48.00,103.00,6.66
1697,48.00,104.00,5.66
1698,48.00,105.00,4.83
1699,48.00,106.00,3.83
1700,48.00,107.00,2.83
1701,48.00,108.00,2.00
1702,48.00,109.00,1.00
1703,48.00,110.00,0.00
1704,48.00,111.00,1.00
1705,48.00,112.00,1.41
1706,48.00,113.00,2.41
1707,48.00,114.00,3.41
1708,48.00,115.00,4.41
1709,48.00,116.00,5.41
1710,48.00,117.00,6.41
1711,48.00,118.00,7.41
1712,48.00,119.00,8.41
1713,48.00,120.00,9.41
1714,49.00,40.00,9.07
1715,49.00,41.00,8.07
1716,49.00,42.00,7.07
1717,49.00,43.00,6.24
1718,49.00,44.00,5.24
1719,49.00,45.00,4.24
1720,49.00,46.00,3.83
1721,49.00,47.00,2.83
1722,49.00,48.00,2.00
1723,49.00,49.00,1.00
1724,49.00,50.00,0.00
1725,49.00,51.00,0.00
1726,49.00,52.00,1.00
1727,49.00,53.00,1.00
1728,49.00,54.00,1.41
1729,49.00,55.00,2.00
1730,49.00,56.00,2.00
1731,49.00,57.00,2.00
1732,49.00,58.00,1.41
1733,49.00,59.00,1.00
1734,49.00,60.00,1.00
1735,49.00,61.00,1.00
1736,49.00,62.00,0.00
1737,49.00,63.00,0.00
1738,49.00,64.00,0.00
1739,49.00,65.00,1.00
1740,49.00,66.00,1.00
1741,49.00,67.00,1.00
1742,49.00,68.00,1.41
1743,49.00,69.00,2.00
1744,49.00,70.00,2.41
1745,49.00,71.00,2.83
1746,49.00,72.00,3.00
1747,49.00,73.00,3.41
1748,49.00,74.00,3.83
1749,49.00,75.00,4.00
1750,49.00,76.00,4.41
1751,49.00,77.00,4.83
1752,49.00,78.00,5.24
1753,49.00,79.00,5.66
1754,49.00,80.00,6.00
1755,49.00,81.00,6.41
1756,49.00,82.00,6.83
1757,49.00,83.00,7.00
1758,49.00,84.00,7.41
1759,49.00,85.00,7.83
1760,49.00,86.00,8.00
1761,49.00,87.00,8.41
1762,49.00,88.00,8.83
1763,49.00,89.00,9.00
1764,49.00,101.00,8.49
1765,49.00,102.00,8.07
1766,49.00,103.00,7.07
1767,49.00,104.00,6.24
1768,49.00,105.00,5.24
1769,49.00,106.00,4.24
1770,49.00,107.00,3.41
1771,49.00,108.00,2.41
1772,49.00,109.00,1.41
1773,49.00,110.00,1.00
1774,49.00,111.00,0.00
1775,49.00,112.00,1.00
1776,49.00,113.00,2.00
1777,49.00,114.00,3.00
1778,49.00,115.00,4.00
1779,49.00,116.00,5.00
1780,49.00,117.00,6.00
1781,49.00,118.00,7.00
1782,49.00,119.00,8.00
1783,49.00,120.00,9.00
1784,50.00,40.00,9.49
1785,50.00,41.00,8.49
1786,50.00,42.00,7.66
1787,50.00,43.00,6.66
1788,50.00,44.00,5.66
1789,50.00,45.00,5.24
1790,50.00,46.00,4.24
1791,50.00,47.00,3.41
1792,50.00,48.00,2.41
1793,50.00,49.00,1.41
1794,50.00,50.00,1.00
1795,50.00,51.00,1.00
1796,50.00,52.00,0.00
1797,50.00,53.00,0.00
1798,50.00,54.00,1.00
1799,50.00,55.00,1.00
1800,50.00,56.00,1.00
1801,50.00,57.00,1.00
1802,50.00,58.00,1.00
1803,50.00,59.00,0.00
1804,50.00,60.00,0.00
1805,50.00,61.00,0.00
1806,50.00,62.00,0.00
1807,50.00,63.00,1.00
1808,50.00,64.00,1.00
1809,50.00,65.00,1.41
1810,50.00,66.00,2.00
1811,50.00,67.00,2.00
1812,50.00,68.00,2.41
1813,50.00,69.00,2.83
1814,50.00,70.00,3.41
1815,50.00,71.00,3.83
1816,50.00,72.00,4.00
1817,50.00,73.00,4.41
1818,50.00,74.00,4.83
1819,50.00,75.00,5.00
1820,50.00,76.00,5.41
1821,50.00,77.00,5.83
1822,50.00,78.00,6.24
1823,50.00,79.00,6.66
1824,50.00,80.00,7.00
1825,50.00,81.00,7.41
1826,50.00,82.00,7.83
1827,50.00,83.00,8.00
1828,50.00,84.00,8.41
1829,50.00,85.00,8.83
1830,50.00,86.00,9.00
1831,50.00,87.00,9.41
1832,50.00,101.00,9.49
1833,50.00,102.00,8.49
1834,50.00,103.00,7.66
1835,50.00,104.00,6.66
1836,50.00,105.00,5.66
1837,50.00,106.00,4.83
1838,50.00,107.00,3.83
1839,50.00,108.00,2.83
1840,50.00,109.00,2.00
1841,50.00,110.00,1.00
1842,50.00,111.00,0.00
1843,50.00,112.00,1.00
1844,50.00,113.00,2.00
1845,50.00,114.00,2.83
1846,50.00,115.00,3.83
1847,50.00,116.00,4.83
1848,50.00,117.00,5.66
1849,50.00,118.00,6.66
1850,50.00,119.00,7.66
1851,50.00,120.00,8.66
1852,51.00,41.00,9.07
1853,51.00,42.00,8.07
1854,51.00,43.00,7.07
1855,51.00,44.00,6.66
1856,51.00,45.00,5.66
1857,51.00,46.00,4.83
1858,51.00,47.00,3.83
1859,51.00,48.00,2.83
1860,51.00,49.00,2.41
1861,51.00,50.00,2.00
1862,51.00,51.00,1.41
1863,51.00,52.00,1.00
1864,51.00,53.00,1.00
1865,51.00,54.00,0.00
1866,51.00,55.00,0.00
1867,51.00,56.00,0.00
1868,51.00,57.00,0.00
1869,51.00,58.00,0.00
1870,51.00,59.00,1.00
1871,51.00,60.00,1.00
1872,51.00,61.00,1.00
1873,51.00,62.00,1.00
1874,51.00,63.00,1.41
1875,51.00,64.00,2.00
1876,51.00,65.00,2.41
1877,51.00,66.00,2.83
1878,51.00,67.00,3.00
1879,51.00,68.00,3.41
1880,51.00,69.00,3.83
1881,51.00,70.00,4.24
1882,51.00,71.00,4.83
1883,51.00,72.00,5.00
1884,51.00,73.00,5.41
1885,51.00,74.00,5.83
1886,51.00,75.00,6.00
1887,51.00,76.00,6.41
1888,51.00,77.00,6.83
1889,51.00,78.00,7.24
1890,51.00,79.00,7.66
1891,51.00,80.00,8.00
1892,51.00,81.00,8.41
1893,51.00,82.00,8.83
1894,51.00,83.00,9.00
1895,51.00,84.00,9.41
1896,51.00,102.00,9.00
1897,51.00,103.00,8.00
1898,51.00,104.00,7.00
1899,51.00,105.00,6.00
1900,51.00,106.00,5.00
1901,51.00,107.00,4.00
1902,51.00,108.00,3.00
1903,51.00,109.00,2.00
1904,51.00,110.00,1.00
1905,51.00,111.00,0.00
1906,51.00,112.00,1.00
1907,51.00,113.00,1.41
1908,51.00,114.00,2.41
1909,51.00,115.00,3.41
1910,51.00,116.00,4.24
1911,51.00,117.00,5.24
1912,51.00,118.00,6.24
1913,51.00,119.00,7.24
1914,51.00,120.00,8.24
1915,51.00,121.00,9.24
1916,52.00,42.00,8.49
1917,52.00,43.00,8.07
1918,52.00,44.00,7.07
1919,52.00,45.00,6.24
1920,52.00,46.00,5.24
1921,52.00,47.00,4.24
1922,52.00,48.00,3.83
1923,52.00,49.00,3.41
1924,52.00,50.00,2.83
1925,52.00,51.00,2.41
1926,52.00,52.00,2.00
1927,52.00,53.00,1.41
1928,52.00,54.00,1.00
1929,52.00,55.00,1.00
